Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
CS1231,SECTIONAL TEACHING 1,15,4,500,1,5500,ENGINEERING,Returning Students and 
,,5,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
,,5,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students and 
,,5,0,0,0,0,SCHOOL OF COMPUTING,Reserved for [G] in later round
CS1231,SECTIONAL TEACHING 2,15,5,1,1,5890,ENGINEERING,Returning Students and 
,,7,1,100,1,100,SCHOOL OF COMPUTING,Returning Students and 
,,5,0,0,0,0,SCHOOL OF COMPUTING,Reserved for [G] in later round
CS2100,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
CS2102,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students and 
,,6,0,0,0,0,SCIENCE,Returning Students and 
,,28,0,0,0,0,ENGINEERING,Returning Students and 
,,90,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
,,3,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
CS2103,LECTURE 1,12,0,0,0,0,ENGINEERING,Returning Students and 
,,24,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
,,2,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
CS2103,LECTURE 2,17,0,0,0,0,ENGINEERING,Returning Students and 
,,55,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
,,5,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
CS2105,LECTURE 1,103,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
,,5,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
CS2106,LECTURE 1,31,2,1,1,7,ENGINEERING,Returning Students and 
,,45,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
,,5,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
CS2271,LECTURE 1,35,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
CS2281,LECTURE 1,20,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
,,5,0,0,0,0,SCHOOL OF COMPUTING,Reserved for [G] in later round
CS3103,LECTURE 1,10,0,0,0,0,SCIENCE,Returning Students and 
,,54,1,1,1,1,SCHOOL OF COMPUTING,Returning Students and 
,,7,0,0,0,0,SCHOOL OF COMPUTING,Reserved for [G] in later round
