Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
,,30,18,1,1,3517,ENGINEERING,Returning Students [P]
,,24,23,1,1,1737,SCHOOL OF COMPUTING,Returning Students [P]
,,20,19,1,1,1700,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
CS3244,LECTURE 1,16,3,1,1,1000,SCIENCE,Returning Students [P]
,,38,15,1,1,3000,SCHOOL OF COMPUTING,Returning Students [P]
,,5,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
CS3246,LECTURE 1,30,30,1,1,1824,SCHOOL OF COMPUTING,Returning Students [P]
,,5,4,1,1,1000,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
CS4201,LECTURE 1,15,21,100,500,2499,SCHOOL OF COMPUTING,Returning Students [P]
CS4203,LECTURE 1,24,2,1,1,2,SCHOOL OF COMPUTING,Returning Students [P]
CS4211,LECTURE 1,40,6,1,1,48,SCHOOL OF COMPUTING,Returning Students [P]
CS4212,LECTURE 1,32,6,1,1,2000,SCHOOL OF COMPUTING,Returning Students [P]
CS4213,LECTURE 1,14,41,1,2000,3055,SCHOOL OF COMPUTING,Returning Students [P]
,,4,1,100,1,100,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
CS4221,LECTURE 1,6,5,2,1,2500,SCIENCE,Returning Students [P]
,,35,23,1,1,2000,SCHOOL OF COMPUTING,Returning Students [P]
,,3,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
CS4223,LECTURE 1,18,4,1,1,2327,SCHOOL OF COMPUTING,Returning Students [P]
,,3,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
CS4232,LECTURE 1,30,11,1,1,150,SCHOOL OF COMPUTING,Returning Students [P]
CS4235,LECTURE 1,40,6,1,1,101,SCHOOL OF COMPUTING,Returning Students [P]
CS4238,LECTURE 1,17,16,2,1,1201,SCHOOL OF COMPUTING,Returning Students [P]
CS4243,LECTURE 1,6,2,1,1,3,SCIENCE,Returning Students [P]
,,8,21,1,1850,3501,SCHOOL OF COMPUTING,Returning Students [P]
,,3,1,103,1,103,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
CS4246,LECTURE 1,30,5,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
CS4248,LECTURE 1,6,0,0,0,0,SCIENCE,Returning Students [P]
,,18,9,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
,,3,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
CS4274,LECTURE 1,5,7,300,890,3259,SCHOOL OF COMPUTING,Returning Students [P]
,,6,3,502,1,1000,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
CS4342,LECTURE 1,3,1,1,1,1,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
CS4345,LECTURE 1,7,11,10,100,708,SCHOOL OF COMPUTING,Returning Students [P]
,,3,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
CS5206,LECTURE 1,10,5,1,1,500,SCHOOL OF COMPUTING,Returning Students [P]
CS5215,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
CS5223,LECTURE 1,9,2,1,1,101,SCHOOL OF COMPUTING,Returning Students [P]
CS5228,LECTURE 1,10,2,399,1,400,SCHOOL OF COMPUTING,Returning Students [P]
CS5229,LECTURE 1,9,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
CS5238,LECTURE 1,8,1,100,1,100,SCHOOL OF COMPUTING,Returning Students [P]
CS5240,LECTURE 1,4,4,5,1,100,SCHOOL OF COMPUTING,Returning Students [P]
CS5248,LECTURE 1,9,2,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
CS5321,LECTURE 1,9,1,100,1,100,SCHOOL OF COMPUTING,Returning Students [P]
CS5340,LECTURE 1,8,3,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
DE4201,LECTURE 1,80,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
DSC2006,LECTURE F1,15,14,1,1,1537,ENGINEERING,Returning Students [P]
,,12,8,1,1,550,SCHOOL OF COMPUTING,Returning Students [P]
DSC2006,LECTURE F2,18,20,5,279,2785,ENGINEERING,Returning Students [P]
,,12,6,1,1,1500,SCHOOL OF COMPUTING,Returning Students [P]
,,1,2,12,400,400,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
DSC3201,SECTIONAL TEACHING A1,12,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
,,15,27,2,800,2000,SCHOOL OF BUSINESS,Returning Students [P]
DSC3202,SECTIONAL TEACHING B1,28,27,2,1,1876,SCHOOL OF BUSINESS,Returning Students [P]
DSC3203,SECTIONAL TEACHING C1,30,32,5,11,2068,SCHOOL OF BUSINESS,Returning Students [P]
DSC3214,SECTIONAL TEACHING E1,40,15,1,1,513,SCHOOL OF BUSINESS,Returning Students [P]
DSC3215,SECTIONAL TEACHING P1,40,9,1,1,301,SCHOOL OF BUSINESS,Returning Students [P]
DSC3218,SECTIONAL TEACHING A1,40,13,1,1,501,SCHOOL OF BUSINESS,Returning Students [P]
DSC4211C,SECTIONAL TEACHING L1,45,30,1,1,1171,SCHOOL OF BUSINESS,Returning Students [P]
DSC4213,SECTIONAL TEACHING H1,45,45,1,1,2568,SCHOOL OF BUSINESS,Returning Students [P]
DSC5211B,SECTIONAL TEACHING K1,22,3,1,1,100,SCHOOL OF BUSINESS,Returning Students [P]
EC1101E,LECTURE 1,30,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
EC1101E,LECTURE 2,30,5,1,1,231,ARTS & SOCIAL SCIENCES,Returning Students [P]
EC1301,LECTURE 1,60,27,1,1,3001,SCIENCE,Returning Students [P]
,,200,22,1,1,2558,ENGINEERING,Returning Students [P]
,,24,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
